,dataset,iteration,layer_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
279,random,19,1,1608,696,690,342,1230,3648,336,2304,2412,696,144,3138,2286,246,594,2268,468,1536,4452,1422,2418,126,1410,348,810,4704,510,1314,2808,978,2610,6438,3312,1284,2376,2778,1818,762,672,1992,1026,5160,108,834,1350,618,3300,360,522,1194,792,420,4248,1956,1206,1764,204,828,2340,90
280,random,0,2,804,3726,570,1512,1524,1386,3474,402,1716,5130,546,156,1914,1824,222,1830,810,1764,600,450,1656,438,3102,264,2316,882,672,624,252,252,3018,1254,1980,942,624,1434,480,4608,582,1536,138,6246,474,192,654,6978,2280,348,702,1692,1002,6804,60,2532,1116,5838,2016,486,534,936
281,random,1,2,780,3630,504,1440,1482,1086,3828,360,1374,5268,420,162,1848,1794,240,1692,816,1572,582,486,1524,540,3048,216,2166,1134,660,630,294,282,3108,1098,1956,834,654,1152,672,5256,486,1554,138,6558,474,222,750,7380,2160,390,756,1872,1176,6486,90,2418,1080,5574,2274,510,534,834
282,random,2,2,708,3186,534,1416,1602,1320,3834,408,1710,5058,510,216,1872,1800,204,1626,690,1956,516,450,1698,516,2592,324,2352,1032,696,636,174,282,3072,1158,2016,924,564,1452,564,4506,540,1248,120,6528,480,192,792,6978,2148,456,660,2232,984,7056,78,2148,1026,6528,2274,372,534,756
283,random,3,2,828,3432,552,1458,1512,1116,3438,324,1662,5430,570,204,1932,1830,204,1608,852,1770,552,450,1608,360,3324,306,2022,1026,678,642,252,330,3192,1266,2124,894,660,1380,558,4596,522,1506,132,6216,456,180,690,7098,2160,384,582,1836,1260,6846,42,2376,1038,6006,2376,456,456,744
284,random,4,2,738,3420,570,1140,1602,1392,3894,300,1638,5436,546,246,2010,2208,306,1602,810,1890,576,372,1560,528,2850,222,1818,966,888,534,222,318,2802,1236,1956,978,636,1374,582,4782,582,1338,186,5814,438,186,714,7338,2226,312,630,1830,1218,7158,54,2112,1050,6090,2250,510,420,900
285,random,5,2,720,3774,612,1170,1650,1254,3786,312,1572,5040,468,162,1866,2046,174,1680,804,2016,600,456,1644,516,2568,300,2196,1092,714,714,246,252,3066,1422,1998,942,552,1302,630,4212,648,1542,210,6504,570,162,690,6972,2106,414,714,1578,1350,6954,60,2184,990,6036,2100,588,570,834
286,random,6,2,726,3426,456,1572,1836,1236,3876,252,1524,5592,456,186,1920,1962,282,1374,894,1782,636,468,1680,444,2904,216,2022,1032,672,438,324,372,2880,1416,2280,948,750,1476,702,4746,618,1170,150,6210,342,198,756,7182,2124,306,702,1728,1170,6612,78,2214,924,6114,2118,510,540,780
287,random,7,2,750,3408,540,1386,1656,1248,3648,270,1608,5208,468,144,1806,1782,216,1614,750,1920,540,510,1728,528,3222,312,2184,924,690,576,222,288,2556,1434,2100,1002,468,1314,498,4668,600,1176,156,6882,510,282,648,7002,2088,366,714,2124,1134,7236,48,2364,1086,5928,2112,444,462,756
288,random,8,2,774,3648,588,1446,1506,1152,3636,342,1530,5046,456,132,1764,1932,240,1404,804,1860,468,444,1464,492,2748,330,2328,996,678,630,198,264,2898,1170,2226,906,660,1440,552,4854,750,1488,126,6510,456,192,816,6990,2154,444,774,1764,1188,6966,48,2256,1044,6144,2334,516,426,912
289,random,9,2,642,3372,516,1482,1644,1344,3738,330,1470,5310,432,168,2112,2082,228,1560,714,1860,576,492,1620,462,2778,264,1962,960,840,534,252,246,2826,1380,2208,1128,606,1410,576,4914,588,1176,114,6180,390,240,816,7062,2118,288,582,1770,1308,7032,54,2544,1044,5706,2442,468,480,864
290,random,10,2,642,4062,540,1428,1506,1116,3726,348,1770,4944,534,216,1782,1968,216,1650,906,1980,492,450,1788,612,3108,288,2076,1122,642,618,216,294,2934,1218,2238,954,582,1290,666,4314,576,1266,162,5976,540,192,666,6942,2124,318,738,1812,1206,7104,72,2304,990,5946,2244,564,468,858
291,random,11,2,750,3804,612,1362,1542,1140,3750,396,1680,5376,522,240,1848,1854,282,1524,708,1644,546,474,1656,408,2664,264,2244,894,678,762,156,360,3066,1266,2082,888,696,1512,582,5232,540,1212,138,6150,564,234,714,6840,2238,288,666,1722,1218,6480,72,2310,1164,6318,2322,402,474,774
292,random,12,2,666,3558,576,1350,1512,1290,3714,258,1812,5472,450,180,1938,1788,300,1782,798,1896,480,474,1584,438,2580,312,2160,858,672,606,174,324,2892,1284,2124,912,630,1386,648,4578,570,1428,132,5934,402,210,822,7332,2238,450,612,1650,1260,7308,66,2244,1128,6216,2148,426,480,792
293,random,13,2,768,4056,588,1566,1500,1404,3606,414,1668,5142,462,222,1902,2160,234,1596,762,1914,606,420,1470,426,3000,318,2184,930,684,516,192,372,2808,1308,2028,918,594,1224,618,5046,576,1536,156,6042,480,180,708,7110,2124,378,654,1728,1278,6828,60,2352,1170,5670,1854,414,510,870
294,random,14,2,666,3744,552,1554,1764,1212,3846,324,1662,4974,432,210,1866,2124,222,1542,864,1794,672,372,1614,540,3108,360,1884,906,732,678,270,282,2928,1248,1950,948,696,1044,606,4896,468,1296,162,6156,414,246,804,7044,2430,366,660,1938,1122,6594,72,2430,1056,5982,2214,552,372,840
295,random,15,2,726,3948,570,1566,1740,1320,3810,336,1602,5184,486,174,1902,1878,264,1686,828,1710,618,420,1518,462,2832,252,2430,990,690,606,210,234,2700,1476,1932,828,654,1272,720,4470,498,1410,156,6114,426,198,798,7422,2352,288,768,1836,1224,6990,30,2340,960,5430,2256,480,504,780
296,random,16,2,762,3660,558,1284,1584,1338,3822,372,1944,5088,474,174,1788,2016,264,1782,834,1818,690,486,1542,534,2868,294,1914,1032,714,816,246,216,2736,1122,2022,1068,588,1242,594,4578,582,1236,132,5808,414,162,786,7656,2238,348,696,1770,1272,7050,84,2322,1050,5976,2058,510,462,828
297,random,17,2,576,3978,402,1356,1662,1134,3828,468,1548,5154,462,156,1974,2034,180,1536,900,1662,618,534,1788,510,2832,294,2196,852,672,552,258,258,3060,1206,2202,948,534,1422,564,4620,516,1494,198,6270,486,234,768,7092,2226,312,642,1782,1140,6492,42,2508,990,5958,2250,612,474,888
298,random,18,2,894,3690,630,1338,1626,1248,3792,294,1734,5280,522,156,1950,1890,240,1662,810,1890,522,480,1710,426,2382,312,2238,864,624,612,216,270,3120,1356,2112,780,708,1140,510,4590,558,1086,114,6552,366,162,792,7338,2172,312,642,1638,1434,6960,42,2232,1044,6018,2232,588,612,792
299,random,19,2,882,3702,564,1512,1758,1128,3780,360,1872,5184,498,174,2136,1902,252,1596,726,1752,588,510,1800,474,3150,240,2094,1062,732,732,210,282,2874,1284,2136,846,600,1278,684,4464,582,1446,174,6450,366,144,774,6762,2106,300,618,1704,1392,6252,60,2334,978,6300,1998,450,540,756
300,random,0,3,300,1980,114,1506,1734,816,882,7968,1482,834,702,4248,642,3984,96,738,504,2184,264,210,1674,450,5274,1992,3018,366,2550,2574,702,342,2970,1122,1770,6048,672,450,1362,1458,804,1986,918,2658,3036,6,2670,582,1158,450,408,606,1332,150,2004,1650,1086,2706,1170,2340,1878,2724
301,random,1,3,252,1986,84,1374,1770,786,960,7620,1164,990,780,3876,720,2994,54,702,654,2436,402,276,1944,552,5904,1980,3234,372,2406,3042,546,408,2712,1098,1764,6258,468,612,1308,1164,792,1830,810,3000,3252,6,2820,654,1128,372,414,498,1182,138,1788,1704,1098,2604,1224,2508,2328,2502
302,random,2,3,294,2016,156,1476,1518,948,1140,8028,1410,888,834,4392,642,2862,84,804,600,2058,462,258,2034,570,4740,2130,3486,312,2262,2820,648,324,2826,930,1806,5814,516,486,1524,1572,570,1950,882,3120,3024,0,2502,696,1116,348,318,618,954,96,2106,1848,1224,2400,1260,2586,2370,2646
303,random,3,3,240,2280,120,1224,1830,666,858,7452,1530,882,870,4374,486,3198,54,858,486,2580,378,252,1902,480,5316,1980,3300,300,2334,2904,780,444,2652,972,2058,5742,672,624,1458,1296,588,1902,690,3198,3510,0,2268,684,1050,360,240,564,1152,126,1836,1386,1206,2766,1092,2550,2466,2838
304,random,4,3,228,1962,102,1542,1770,804,876,7914,1098,1008,816,4398,630,3120,138,612,528,2460,330,210,1608,540,5628,2004,3096,300,2472,2604,768,396,2958,1110,1716,5520,552,360,1314,1368,756,1992,750,3390,3414,12,2640,786,1188,414,300,690,1050,108,1800,1656,1194,2760,1050,2400,2250,2844
305,random,5,3,348,2010,174,1536,1614,810,774,8028,1362,918,630,3978,786,3294,114,840,648,2280,264,288,1698,546,5328,1950,2922,252,2094,2742,618,420,2976,1032,1794,6444,534,480,1296,1458,492,2316,762,3216,3390,0,2502,684,1158,420,282,666,990,132,2340,1650,1044,2454,1116,2856,2034,2520
306,random,6,3,234,2088,156,1416,1740,648,972,7464,1338,912,672,4392,606,3396,114,654,564,2586,342,204,1788,522,5988,2118,3096,252,2202,2796,828,426,2760,948,1806,5910,438,480,1542,1506,690,1896,852,2682,3318,0,2868,576,1110,576,318,708,1026,150,2124,1542,1140,2484,1074,2544,2028,2694
307,random,7,3,318,2148,102,1338,1548,918,900,7218,1404,948,726,4134,576,3306,108,588,540,2208,360,258,1704,624,6420,2076,3246,324,2076,2946,642,564,2562,1134,1626,6498,450,510,1392,1272,684,2112,762,2970,3486,0,2706,612,1110,390,252,696,1074,84,1788,1398,1044,2532,1134,2622,2406,2730
308,random,8,3,330,2016,126,1200,1788,648,900,7260,1314,1020,756,3894,840,3024,78,588,570,2748,408,186,1512,492,5484,2052,3576,378,2166,2556,744,438,3096,1122,1764,6186,462,546,1518,1440,648,1782,810,3024,3870,6,2664,570,1200,534,288,588,1116,156,1806,1512,1098,2754,1206,2910,2094,2442
309,random,9,3,426,2082,126,1476,1746,774,924,7800,1272,798,792,3690,588,3648,72,618,516,2196,336,252,1638,486,5712,2022,3576,252,2382,2910,642,282,2652,1038,1782,5718,558,576,1314,1356,696,2214,714,2712,3558,0,2802,558,1314,348,414,648,1104,138,1776,1782,1146,2928,1050,2322,2382,2670
310,random,10,3,336,1944,162,1566,1800,786,966,7326,1278,798,690,4494,774,3114,60,702,492,2460,336,228,1752,516,5124,1752,2928,360,2226,2664,684,438,2628,1122,1992,5982,654,480,1326,1392,726,2040,816,3240,3300,6,2970,696,1074,498,324,540,1074,114,2232,1422,1140,2712,1056,2844,2130,3018
311,random,11,3,318,2130,126,1476,1578,846,870,7662,1164,864,858,3930,678,3666,66,702,654,2436,354,204,1422,492,5484,1950,3096,258,2238,2586,678,312,2604,1056,1794,6510,678,540,1404,1566,534,2046,792,2430,3708,6,2850,600,1212,306,342,606,1032,132,1914,1932,1164,2766,1242,2160,2412,2868
312,random,12,3,210,1980,168,1380,1578,738,888,7698,1500,942,732,4296,576,3546,96,690,528,2472,312,156,1584,648,5754,1890,3300,420,2586,2742,672,528,2808,1086,1620,5772,486,432,1446,1530,630,1866,750,2946,3576,6,2616,642,1050,474,384,570,1074,102,2004,1518,1176,2454,1338,2298,2334,2706
313,random,13,3,258,2058,138,1344,1470,648,786,7116,1218,918,852,4272,726,3204,48,648,558,2694,354,210,1854,546,5676,2052,3222,348,2346,2820,720,444,2664,978,2046,6552,642,558,1116,1578,792,2346,738,2964,3330,6,2532,642,1170,390,366,648,1242,138,1980,1800,912,2472,1128,2364,2130,2532
314,random,14,3,216,2130,102,1452,1716,660,1008,8280,1212,810,744,3930,618,3450,60,582,612,2190,378,264,1728,528,5754,1932,3240,342,2268,2946,744,450,2832,1074,1758,5724,438,588,1422,1434,534,2232,672,2832,3414,0,2814,648,1350,510,222,510,1182,126,1620,1782,1170,2658,1086,2352,2388,2586
315,random,15,3,252,2148,180,1302,1716,672,978,7386,1458,900,726,4128,648,3576,84,624,396,2580,336,240,1818,552,5340,1902,3174,348,2640,2568,696,420,2460,1110,1674,6972,636,426,1608,1350,708,1704,726,2640,3972,0,2496,678,1218,354,318,642,1056,78,2148,1422,948,2814,1026,2274,2280,2778
316,random,16,3,276,2100,90,1614,1524,576,912,7524,1194,1014,828,4386,678,3366,96,666,486,2634,348,210,1860,558,5184,1908,3000,336,2394,2892,726,360,3084,1056,1668,6066,594,606,1626,1626,696,2136,636,2496,3252,0,2622,720,1140,402,246,768,1128,150,2010,1674,1116,2424,1038,2478,2184,2922
317,random,17,3,246,2226,132,1572,1602,804,942,7974,1452,858,714,4158,648,3282,42,678,498,2742,312,174,1674,588,4800,2070,3234,348,2262,2946,630,420,2634,1104,1722,6024,486,438,1386,1254,756,1872,798,3306,3330,0,2922,642,1476,408,282,522,1116,96,1896,1638,972,2664,1140,2502,2298,2592
318,random,18,3,258,2052,150,1404,1752,810,870,7458,1338,972,804,4176,684,3420,60,660,504,2274,288,240,1644,522,5652,1914,2892,294,2538,2922,780,432,2670,1056,1722,6528,594,384,1590,1410,714,2052,888,2604,2940,0,2556,660,1332,396,336,690,1008,168,2298,1614,1068,2640,936,2550,2178,2958
319,random,19,3,270,1992,150,1242,1752,828,678,7356,1074,930,894,4062,666,3342,114,468,696,2232,336,222,1386,552,6162,2070,3372,348,2112,2658,678,492,2616,990,2088,6192,540,546,1308,1194,648,2598,840,3282,3444,0,2448,606,1056,408,318,624,1068,84,2274,1536,948,2520,1296,2310,2418,2970
320,random,0,4,1668,390,2334,486,0,774,1974,942,636,3246,618,420,300,162,9504,1062,1842,588,384,1542,1356,2622,6444,486,444,1026,534,354,14196,552,150,876,1722,1350,1800,354,756,1134,126,432,1002,1272,2532,174,588,222,1614,840,864,378,3222,474,54,372,3264,1440,0,6786,84,7536
321,random,1,4,1950,534,1854,408,0,702,2160,1182,654,3480,528,336,186,222,9864,1014,1614,672,558,1626,1590,2700,5682,570,330,1068,750,492,13770,462,222,1026,2172,1398,2004,348,834,1122,168,414,870,1026,2190,150,744,426,1662,792,1032,306,3300,636,54,408,3708,1536,0,5130,96,7572
322,random,2,4,1788,480,1986,594,0,654,2076,1062,612,3540,534,360,198,228,9804,1116,1692,546,420,1416,1344,2724,6654,414,366,858,606,312,13470,510,186,804,1260,1212,1716,282,630,1098,144,432,1104,1062,2886,120,630,240,1578,804,804,288,3702,480,66,396,3984,1188,0,6300,126,8418
323,random,3,4,1962,462,1986,594,6,708,2046,822,708,4386,534,318,228,216,11418,978,1656,450,456,1920,1530,2448,6030,552,300,1086,678,348,14460,558,288,954,1674,1338,1662,468,990,1182,150,438,822,1134,2790,132,780,396,1536,630,726,294,2172,504,48,282,2814,1128,0,4758,126,8244
324,random,4,4,1992,420,1890,378,0,564,1962,1056,618,3702,462,348,240,192,10428,1062,1914,600,468,1368,1518,2754,6414,462,324,1092,552,300,14358,480,186,936,2166,1152,1638,312,810,1254,162,414,1020,930,2382,90,546,222,1452,756,858,414,3264,474,24,426,3012,1308,0,5616,96,8466
325,random,5,4,1818,396,2418,480,0,798,1956,978,630,3804,516,360,138,234,10068,894,1950,558,474,1710,1368,2676,6438,594,462,948,582,288,14436,498,294,948,1650,1308,1254,396,768,876,162,420,942,1290,2376,132,636,300,1752,672,846,360,3588,534,12,378,3534,1218,0,5682,120,7386
326,random,6,4,1722,432,2304,648,0,624,2040,906,618,4128,486,354,192,282,10008,1302,1674,576,678,1572,1344,2814,6120,648,480,1266,732,342,13512,798,288,918,1800,1434,1710,360,804,864,114,450,900,1326,2094,90,738,378,1608,738,702,306,3774,564,42,342,3414,1320,0,5160,126,7338
327,random,7,4,1614,474,1800,474,6,636,2220,1062,588,4308,486,276,258,168,9588,1026,1782,690,534,1674,1164,2346,6330,654,354,888,558,252,14736,510,270,1062,2022,1386,1932,312,864,1284,120,342,1062,1200,2214,126,630,252,1308,762,924,360,3252,426,42,462,2766,1398,0,5736,60,8274
328,random,8,4,1752,534,1698,492,0,678,1662,1122,630,3798,480,300,156,246,9588,1176,1794,666,462,1788,1416,2994,6330,582,396,1068,618,252,14724,414,312,1086,1932,1350,1686,318,750,1104,126,420,1176,1200,1926,120,570,264,1620,798,798,378,2916,498,48,378,3252,1206,0,5994,114,8148
329,random,9,4,1326,486,1902,576,6,780,2058,1104,618,3870,732,276,276,264,9954,1104,1434,582,546,1674,1230,2610,6228,606,546,978,762,354,14700,426,222,768,1896,1068,1350,348,816,1092,60,420,954,1278,2274,102,738,336,1326,780,810,294,2676,546,36,438,3348,1422,0,6696,84,8118
330,random,10,4,1776,546,2058,510,0,648,1902,768,660,3966,450,318,198,228,9300,894,1752,534,582,1422,1506,2766,6744,468,414,1038,672,354,14664,468,174,888,1476,1554,1284,378,756,1032,114,396,1032,912,2550,126,624,348,1494,528,654,336,4266,444,48,378,3786,1458,0,5868,150,7644
331,random,11,4,2010,378,1710,624,0,618,1926,846,564,3672,558,354,234,330,9744,1134,1992,504,438,1386,1410,2670,6336,474,378,1176,564,324,14652,480,234,906,1590,1344,1680,294,696,1014,102,498,936,1254,2448,102,648,300,1728,684,708,294,3264,450,48,342,3294,1650,0,6258,102,7950
332,random,12,4,1902,462,1776,528,12,654,1836,1008,714,3858,516,216,294,168,9822,966,1662,696,606,1728,1452,2430,6888,588,408,1290,666,306,13260,582,336,984,1614,1422,1890,414,618,1182,144,408,804,1272,2778,108,744,330,1488,726,756,312,3216,498,30,402,3276,1170,0,6714,102,7272
333,random,13,4,1872,444,2076,576,0,672,2070,960,732,3720,576,282,162,210,9498,978,1662,594,462,1752,1506,2700,6240,600,462,1206,672,372,12924,630,306,924,1926,1368,1812,438,768,1092,90,384,1068,1392,2382,84,636,324,1332,732,834,336,3690,546,24,354,3462,1662,0,6594,126,7008
334,random,14,4,2088,444,1932,570,0,828,2100,948,582,3978,528,336,252,276,9660,1134,1692,612,570,1710,1368,2406,6234,594,432,1200,756,348,14754,492,216,888,1878,1278,1590,306,546,1164,132,366,1110,1254,1944,132,588,228,1476,684,972,402,3156,576,42,426,2832,1404,0,6108,72,7710
335,random,15,4,1698,570,1908,744,0,630,1956,864,708,3660,492,300,216,246,10578,1074,1764,528,456,1764,1338,2580,5874,510,426,1272,564,276,15528,402,204,792,1680,1332,1548,420,780,1218,126,396,978,1086,2478,78,660,330,1650,510,792,336,3396,432,30,372,2910,1386,0,5454,78,7926
336,random,16,4,2034,372,2352,576,0,702,2028,954,486,3498,426,318,222,198,9168,1032,1824,492,534,1680,1314,2916,6192,420,348,1152,516,372,15396,498,288,936,1866,1470,1416,390,780,1026,156,462,876,1218,2166,96,636,264,1404,624,792,318,3282,468,48,384,3846,1422,0,5820,138,7692
337,random,17,4,1992,516,2058,642,0,804,2064,1152,576,4446,474,252,276,264,9366,1158,1974,636,462,1782,1422,2580,5202,534,300,966,672,324,13920,510,162,1014,2304,1476,1962,396,936,1128,120,396,1038,1242,2034,138,552,342,1518,690,864,324,4122,372,12,570,2844,1326,0,4764,138,8196
338,random,18,4,2100,468,2256,492,0,600,1914,1038,534,3858,558,294,234,222,9708,1092,1710,624,516,1872,1404,2556,6300,534,390,1188,774,342,14604,594,168,966,1812,1212,1896,426,708,1242,90,414,1128,1092,2646,120,570,222,1296,666,804,270,3024,540,30,354,3366,1254,0,5514,108,7590
339,random,19,4,1860,462,2034,636,0,636,1776,990,582,4170,522,300,186,186,9918,918,1752,642,450,1638,1434,2466,5862,444,348,1230,618,390,15318,558,258,870,1902,1476,1524,414,1020,1068,108,414,828,1236,2070,72,612,240,1626,690,660,354,3450,642,66,522,3354,1470,0,5484,114,7434
340,random,0,5,822,870,204,12,8028,7620,696,5244,1602,138,6,1794,774,1578,330,13776,18,486,1206,168,894,2190,756,6270,48,570,6900,582,270,516,210,588,606,564,498,1248,576,120,1608,5118,414,474,96,1410,5148,48,0,108,180,12,90,336,468,1200,3936,4122,840,204,3288,426
341,random,1,5,702,690,228,6,7230,7536,822,5034,1434,186,12,2166,846,2262,348,12798,12,468,1020,162,618,2184,1080,6456,48,648,6330,654,294,510,264,690,732,522,768,888,492,138,1482,5262,630,438,150,1554,5604,84,24,114,90,30,168,474,390,1188,3876,3438,888,216,4482,444
342,random,2,5,606,1176,168,24,7176,7458,1038,5136,1692,144,6,2424,774,1848,348,14886,24,444,1026,174,876,2148,642,5400,6,546,6078,606,378,552,162,756,330,588,534,1500,516,102,2034,5244,498,636,210,1134,5436,54,6,114,90,6,78,498,348,1596,3456,4392,636,174,2898,474
343,random,3,5,744,1224,258,12,6498,8622,906,5076,1446,192,6,2328,894,1908,342,12378,18,558,1428,174,810,2220,894,6210,12,642,6822,660,438,438,246,702,516,474,660,1266,540,150,1614,5394,516,624,150,1326,5298,36,6,108,102,18,114,390,348,1152,3144,4236,564,252,3762,438
344,random,4,5,774,1092,204,18,6948,8598,720,5232,1572,168,0,2496,672,1788,198,13752,48,498,972,168,654,2358,894,6126,30,516,6612,540,300,468,264,672,534,498,594,1248,384,90,1326,5640,516,564,144,1176,5532,48,0,108,72,36,126,426,384,990,3408,4080,750,150,3768,360
345,random,5,5,624,900,312,30,9552,7674,702,5106,1482,174,6,2628,930,2052,336,14466,30,396,1266,138,786,2052,828,5448,36,594,6258,636,294,492,264,606,498,576,654,1230,492,144,1002,4626,492,510,162,1212,5100,48,6,108,84,6,96,300,438,1092,3426,4320,834,198,3114,438
346,random,6,5,774,1074,144,24,7500,7254,972,4854,1380,186,6,2286,792,2964,300,13662,0,468,1032,168,678,1968,750,5796,18,594,6894,576,354,414,318,510,462,354,570,1326,552,132,1782,5688,492,726,252,1518,5178,72,0,108,120,0,162,498,480,1038,3390,4140,708,204,3186,456
347,random,7,5,672,930,216,18,6438,8784,606,4794,1488,186,18,2178,888,1782,312,13212,18,438,1176,246,852,1944,648,6462,42,618,7128,600,264,438,150,480,666,432,588,996,570,150,1722,4830,462,516,138,1200,5838,24,0,78,132,18,90,384,390,870,3984,3660,1032,192,4872,444
348,random,8,5,810,918,186,18,7998,6918,978,4890,1458,210,6,2484,756,2112,300,14958,12,396,954,252,678,2538,846,5928,12,534,6918,558,300,492,204,642,516,492,726,1170,402,102,1362,4656,474,582,156,1266,5418,42,6,60,78,12,150,402,432,978,3774,3354,816,198,4026,390
349,random,9,5,810,1140,252,18,8160,6972,894,4734,1662,174,12,2166,828,1956,426,13986,60,468,1092,216,798,2064,768,5604,36,576,6930,636,258,528,222,744,654,516,744,1194,618,90,1362,4914,540,546,144,1272,5352,36,6,78,108,18,144,480,510,1056,4320,3312,948,276,3462,414
350,random,10,5,744,996,282,18,8244,8226,888,5040,1560,192,6,2202,792,2772,246,13914,42,438,1212,192,768,2244,558,5868,30,648,6318,582,360,372,258,570,402,504,654,1494,462,150,1896,5232,486,480,234,1074,5088,30,0,132,114,12,108,516,426,1188,2544,4098,858,240,2640,660
351,random,11,5,684,858,216,30,9864,7644,942,5352,1626,174,6,2208,852,1884,270,14556,18,468,906,198,786,2214,738,5454,30,552,6072,450,294,402,216,678,438,498,558,1332,450,102,1818,5820,378,492,246,1290,4998,42,6,114,78,6,114,354,330,1296,3120,3870,702,192,2628,390
352,random,12,5,678,1140,210,42,8166,8040,858,4698,1500,120,0,2376,654,1914,336,12900,18,564,1152,126,846,1962,624,6336,12,852,6222,648,330,492,336,678,432,522,708,1176,432,186,1842,5214,492,480,162,1284,5676,54,0,66,144,12,120,348,384,1218,3552,4050,762,126,3558,474
353,random,13,5,978,882,216,30,7518,8262,768,4980,1806,144,0,2046,924,2370,432,12912,18,522,1182,150,870,2244,864,6078,36,624,6324,636,312,360,276,642,690,420,624,1542,618,120,1590,4698,498,492,162,1218,5262,48,0,78,138,12,126,372,450,972,3072,4284,930,198,3804,480
354,random,14,5,786,816,222,6,7788,7302,816,5340,1296,264,6,2406,732,1806,330,11118,42,564,1260,186,996,2178,1104,6726,42,564,6948,546,306,456,210,630,624,522,534,1062,468,72,1668,5658,504,684,132,1554,5280,6,6,132,102,6,126,396,366,1074,3516,4122,840,210,4470,378
355,random,15,5,870,900,246,12,7140,9384,564,5610,1320,168,6,1866,780,1752,348,13212,18,516,1044,198,804,1824,846,5778,18,552,7368,642,342,504,270,702,402,570,648,1182,510,96,1914,4452,504,588,156,1242,4854,30,18,90,132,6,90,294,330,1008,4338,3576,702,216,4296,456
